Tanggal,prices,day_count,month,season,weekday,is_holiday,rolling_mean_7,rolling_mean_30,lag_1,lag_7,lag_30,daily_delta,cpi,Inflasi_total,usd_idr,Temperature,Curah Hujan,Kelembapan,day_in_month,nilai_diff,percentage
2021-04-28,11400.0,483,4,Dry,2,False,,,11400.0,11400.0,11400.0,0.0,117.9939,0.13196038,14516.40039,26.95,2.21,81.83,28,Rp0,0.0
2021-04-29,11400.0,484,4,Dry,3,False,,,11400.0,11400.0,11400.0,0.0,117.9939,0.13196038,14519.0,27.01,13.74,81.18,29,Rp0,0.0
2021-04-30,11400.0,485,4,Dry,4,False,,,11400.0,11400.0,11400.0,0.0,117.9939,0.13196038,14439.7002,27.31,4.97,81.32,30,Rp0,0.0
2021-05-01,11400.0,486,5,Dry,5,True,,,11400.0,,11400.0,0.0,118.3713,0.319847043,14439.7002,27.06,5.49,80.78,1,Rp0,0.0
2021-05-02,11400.0,487,5,Dry,6,False,11400.0,,11400.0,,,0.0,118.3713,0.319847043,14439.7002,27.03,2.76,74.75,2,Rp0,0.0
2021-05-03,11400.0,488,5,Dry,0,False,11400.0,,11400.0,11400.0,,0.0,118.3713,0.319847043,14438.0,27.24,4.9,79.3,3,Rp0,0.0
2021-05-04,11400.0,489,5,Dry,1,False,11400.0,,11400.0,11400.0,,0.0,118.3713,0.319847043,14399.09961,27.31,2.79,81.05,4,Rp0,0.0
2021-05-05,11400.0,490,5,Dry,2,False,11400.0,,11400.0,11400.0,11400.0,0.0,118.3713,0.319847043,14482.5,27.12,3.31,85.57,5,Rp0,0.0
2021-05-06,11400.0,491,5,Dry,3,False,11400.0,,11400.0,11400.0,11400.0,0.0,118.3713,0.319847043,14399.5,27.2,12.57,82.91,6,Rp0,0.0
2021-05-07,11400.0,492,5,Dry,4,False,11400.0,,11400.0,11400.0,11400.0,0.0,118.3713,0.319847043,14283.7998,27.04,11.22,83.86,7,Rp0,0.0
2021-05-08,11400.0,493,5,Dry,5,False,11400.0,,11400.0,11400.0,11400.0,0.0,118.3713,0.319847043,14283.7998,26.71,28.54,84.0,8,Rp0,0.0
2021-05-09,11400.0,494,5,Dry,6,False,11400.0,,11400.0,11400.0,11400.0,0.0,118.3713,0.319847043,14283.7998,27.09,4.53,79.03,9,Rp0,0.0
2021-05-10,11200.0,495,5,Dry,0,False,11371.42857142857,,11400.0,11400.0,11400.0,-200.0,118.3713,0.319847043,14278.0,27.48,0.96,79.05,10,-Rp200,-1.75
2021-05-11,11200.0,496,5,Dry,1,False,11342.857142857143,,11200.0,11400.0,11400.0,0.0,118.3713,0.319847043,14189.59961,27.21,3.04,84.22,11,Rp0,0.0
2021-05-17,11200.0,502,5,Dry,0,False,,,,11200.0,,,118.3713,0.319847043,14191.0,26.92,58.66,86.65,17,,0.0
2021-05-18,11200.0,503,5,Dry,1,False,,,11200.0,11200.0,,0.0,118.3713,0.319847043,14344.5,26.33,15.9,87.89,18,Rp0,0.0
2021-05-19,11200.0,504,5,Dry,2,False,,,11200.0,,11400.0,0.0,118.3713,0.319847043,14362.2998,26.44,4.61,82.8,19,Rp0,0.0
2021-05-20,11200.0,505,5,Dry,3,False,,,11200.0,,11400.0,0.0,118.3713,0.319847043,14389.7002,26.79,12.36,83.1,20,Rp0,0.0
2021-05-21,11200.0,506,5,Dry,4,False,,,11200.0,,11400.0,0.0,118.3713,0.319847043,14397.2998,26.42,19.94,82.84,21,Rp0,0.0
2021-05-22,11200.0,507,5,Dry,5,False,,,11200.0,,11400.0,0.0,118.3713,0.319847043,14397.2998,26.89,4.68,79.08,22,Rp0,0.0
2021-05-24,11200.0,509,5,Dry,0,False,,,,11200.0,,,118.3713,0.319847043,14348.0,27.57,4.6,79.52,24,Rp0,0.0
2021-05-25,11200.0,510,5,Dry,1,False,,,11200.0,11200.0,,0.0,118.3713,0.319847043,14365.0,27.68,4.66,80.67,25,Rp0,0.0
2021-05-27,11200.0,512,5,Dry,3,False,,,,11200.0,11400.0,,118.3713,0.319847043,14310.0,27.62,2.06,81.03,27,,0.0
2021-05-28,11200.0,513,5,Dry,4,False,,,11200.0,11200.0,11400.0,0.0,118.3713,0.319847043,14318.0,27.72,4.39,82.52,28,Rp0,0.0
2021-05-29,11200.0,514,5,Dry,5,False,,,11200.0,11200.0,11400.0,0.0,118.3713,0.319847043,14318.0,27.89,1.46,81.37,29,Rp0,0.0
2021-05-30,11200.0,515,5,Dry,6,False,,,11200.0,,11400.0,0.0,118.3713,0.319847043,14318.0,27.61,5.44,82.91,30,Rp0,0.0
2021-05-31,11200.0,516,5,Dry,0,False,,,11200.0,11200.0,11400.0,0.0,118.3713,0.319847043,14278.0,27.29,2.63,83.76,31,Rp0,0.0
2021-06-02,11200.0,518,6,Dry,2,False,,,,,11400.0,,118.1826,-0.159413642,14251.5,27.57,0.69,81.21,2,,0.0
2021-06-03,11200.0,519,6,Dry,3,False,,,11200.0,11200.0,11400.0,0.0,118.1826,-0.159413642,14290.7002,27.52,0.97,81.8,3,Rp0,0.0
2021-06-04,11200.0,520,6,Dry,4,False,,,11200.0,11200.0,11400.0,0.0,118.1826,-0.159413642,14360.0,27.25,3.26,83.89,4,Rp0,0.0
2021-06-05,11200.0,521,6,Dry,5,False,,,11200.0,11200.0,11400.0,0.0,118.1826,-0.159413642,14360.0,27.04,1.66,85.21,5,Rp0,0.0
2021-06-06,11200.0,522,6,Dry,6,False,,,11200.0,11200.0,11400.0,0.0,118.1826,-0.159413642,14360.0,27.26,2.67,84.59,6,Rp0,0.0
2021-06-07,11200.0,523,6,Dry,0,False,,,11200.0,11200.0,11400.0,0.0,118.1826,-0.159413642,14288.0,27.23,11.61,78.79,7,Rp0,0.0
2021-06-08,11200.0,524,6,Dry,1,False,11200.0,,11200.0,,11400.0,0.0,118.1826,-0.159413642,14246.5,27.55,1.53,78.1,8,Rp0,0.0
2021-06-09,11200.0,525,6,Dry,2,False,11200.0,,11200.0,11200.0,11200.0,0.0,118.1826,-0.159413642,14281.0,27.6,1.91,78.5,9,Rp0,0.0
2021-06-10,11200.0,526,6,Dry,3,False,11200.0,,11200.0,11200.0,11200.0,0.0,118.1826,-0.159413642,14300.0,27.49,1.18,77.87,10,Rp0,0.0
2021-06-11,11200.0,527,6,Dry,4,False,11200.0,,11200.0,11200.0,,0.0,118.1826,-0.159413642,14248.5,27.58,2.02,80.37,11,Rp0,0.0
2021-06-12,11200.0,528,6,Dry,5,False,11200.0,,11200.0,11200.0,,0.0,118.1826,-0.159413642,14248.5,27.07,6.2,81.91,12,Rp0,0.0
2021-06-13,11200.0,529,6,Dry,6,False,11200.0,,11200.0,11200.0,,0.0,118.1826,-0.159413642,14248.5,25.93,10.81,84.56,13,Rp0,0.0
2021-06-14,11200.0,530,6,Dry,0,False,11200.0,,11200.0,11200.0,,0.0,118.1826,-0.159413642,14182.0,25.39,17.12,80.77,14,Rp0,0.0
2021-06-15,11200.0,531,6,Dry,1,False,11200.0,,11200.0,11200.0,,0.0,118.1826,-0.159413642,14267.5,26.1,5.41,79.91,15,Rp0,0.0
2021-06-16,11200.0,532,6,Dry,2,False,11200.0,,11200.0,11200.0,11200.0,0.0,118.1826,-0.159413642,14280.2998,26.54,2.34,81.54,16,Rp0,0.0
2021-06-17,11200.0,533,6,Dry,3,False,11200.0,,11200.0,11200.0,11200.0,0.0,118.1826,-0.159413642,14466.5,26.83,2.39,80.48,17,Rp0,0.0
2021-06-18,11200.0,534,6,Dry,4,False,11200.0,,11200.0,11200.0,11200.0,0.0,118.1826,-0.159413642,14554.7002,26.3,2.8,84.59,18,Rp0,0.0
2021-06-21,11200.0,537,6,Dry,0,False,,,,11200.0,11200.0,,118.1826,-0.159413642,14368.0,26.74,3.29,79.3,21,Rp0,0.0
2021-06-22,11200.0,538,6,Dry,1,False,,,11200.0,11200.0,,0.0,118.1826,-0.159413642,14388.7998,27.48,4.23,73.43,22,Rp0,0.0
2021-06-23,11200.0,539,6,Dry,2,False,,,11200.0,11200.0,11200.0,0.0,118.1826,-0.159413642,14495.0,26.95,1.03,81.13,23,Rp0,0.0
2021-06-24,11200.0,540,6,Dry,3,False,,,11200.0,11200.0,11200.0,0.0,118.1826,-0.159413642,14413.2998,26.56,3.44,84.84,24,Rp0,0.0
2021-06-25,11200.0,541,6,Dry,4,False,,,11200.0,11200.0,,0.0,118.1826,-0.159413642,14511.2002,26.77,1.81,82.92,25,Rp0,0.0
2021-06-26,11200.0,542,6,Dry,5,False,,,11200.0,,11200.0,0.0,118.1826,-0.159413642,14511.2002,26.72,3.45,82.39,26,Rp0,0.0
2021-06-27,11200.0,543,6,Dry,6,False,11200.0,,11200.0,,11200.0,0.0,118.1826,-0.159413642,14511.2002,26.33,7.91,80.95,27,Rp0,0.0
2021-06-28,11200.0,544,6,Dry,0,False,11200.0,,11200.0,11200.0,11200.0,0.0,118.1826,-0.159413642,14418.0,26.64,2.87,79.74,28,Rp0,0.0
2021-06-29,11200.0,545,6,Dry,1,False,11200.0,,11200.0,11200.0,11200.0,0.0,118.1826,-0.159413642,14525.0,26.61,8.79,80.98,29,Rp0,0.0
2021-06-30,11200.0,546,6,Dry,2,False,11200.0,,11200.0,11200.0,11200.0,0.0,118.1826,-0.159413642,14629.09961,26.82,8.22,78.85,30,Rp0,0.0
2021-07-01,11200.0,547,7,Dry,3,False,11200.0,,11200.0,11200.0,,0.0,118.2714,0.075137964,14601.59961,26.78,4.39,77.93,1,Rp0,0.0
2021-07-02,11200.0,548,7,Dry,4,False,11200.0,,11200.0,11200.0,11200.0,0.0,118.2714,0.075137964,14581.40039,26.76,8.25,80.69,2,Rp0,0.0
2021-07-03,11200.0,549,7,Dry,5,False,11200.0,,11200.0,11200.0,11200.0,0.0,118.2714,0.075137964,14581.40039,26.37,12.16,86.46,3,Rp0,0.0
2021-07-04,11200.0,550,7,Dry,6,False,11200.0,,11200.0,11200.0,11200.0,0.0,118.2714,0.075137964,14581.40039,26.03,18.29,84.77,4,Rp0,0.0
2021-07-05,11200.0,551,7,Dry,0,False,11200.0,,11200.0,11200.0,11200.0,0.0,118.2714,0.075137964,14526.0,26.09,1.67,83.76,5,Rp0,0.0
2021-07-06,11200.0,552,7,Dry,1,False,11200.0,,11200.0,11200.0,11200.0,0.0,118.2714,0.075137964,14495.0,26.42,5.62,78.55,6,Rp0,0.0
2021-07-07,11200.0,553,7,Dry,2,False,11200.0,,11200.0,11200.0,11200.0,0.0,118.2714,0.075137964,14568.7002,26.14,2.91,81.02,7,Rp0,0.0
2021-07-08,11200.0,554,7,Dry,3,False,11200.0,,11200.0,11200.0,11200.0,0.0,118.2714,0.075137964,14569.2002,27.11,3.82,78.99,8,Rp0,0.0
2021-07-09,11200.0,555,7,Dry,4,False,11200.0,,11200.0,11200.0,11200.0,0.0,118.2714,0.075137964,14618.7002,26.75,8.92,85.12,9,Rp0,0.0
2021-07-10,11200.0,556,7,Dry,5,False,11200.0,,11200.0,11200.0,11200.0,0.0,118.2714,0.075137964,14618.7002,26.15,8.91,87.2,10,Rp0,0.0
2021-07-11,11200.0,557,7,Dry,6,False,11200.0,,11200.0,11200.0,11200.0,0.0,118.2714,0.075137964,14618.7002,26.27,7.89,85.21,11,Rp0,0.0
2021-07-12,11350.0,558,7,Dry,0,False,11221.42857142857,,11200.0,11200.0,11200.0,150.0,118.2714,0.075137964,14521.0,26.71,2.41,84.24,12,Rp150,1.34
2021-07-13,11350.0,559,7,Dry,1,False,11242.857142857143,,11350.0,11200.0,11200.0,0.0,118.2714,0.075137964,14558.5,26.83,4.99,83.38,13,Rp0,0.0
2021-07-14,11350.0,560,7,Dry,2,False,11264.285714285714,,11350.0,11200.0,11200.0,0.0,118.2714,0.075137964,14542.09961,26.97,3.35,82.23,14,Rp0,0.0
2021-07-15,11350.0,561,7,Dry,3,False,11285.714285714286,,11350.0,11200.0,11200.0,0.0,118.2714,0.075137964,14473.0,26.1,9.71,85.55,15,Rp0,0.0
2021-07-16,11350.0,562,7,Dry,4,False,11307.142857142857,,11350.0,11200.0,11200.0,0.0,118.2714,0.075137964,14563.0,25.81,24.47,88.43,16,Rp0,0.0
2021-07-19,11350.0,565,7,Dry,0,False,,,,11350.0,,,118.2714,0.075137964,14491.0,26.81,1.31,80.19,19,Rp0,0.0
2021-07-21,11350.0,567,7,Dry,2,False,,,,11350.0,11200.0,,118.2714,0.075137964,14620.0,26.49,4.89,80.29,21,,0.0
2021-07-22,11350.0,568,7,Dry,3,False,,,11350.0,11350.0,11200.0,0.0,118.2714,0.075137964,14536.0,26.31,7.26,84.71,22,Rp0,0.0
2021-07-23,11350.0,569,7,Dry,4,False,,,11350.0,11350.0,11200.0,0.0,118.2714,0.075137964,14548.7002,26.97,1.16,79.89,23,Rp0,0.0
2021-07-24,11350.0,570,7,Dry,5,False,,,11350.0,,11200.0,0.0,118.2714,0.075137964,14548.7002,26.5,0.59,81.6,24,Rp0,0.0
2021-07-26,11350.0,572,7,Dry,0,False,,,,11350.0,11200.0,,118.2714,0.075137964,14486.0,26.82,0.04,83.53,26,Rp0,0.0
2021-07-27,11350.0,573,7,Dry,1,False,,,11350.0,,11200.0,0.0,118.2714,0.075137964,14523.5,26.78,0.03,84.0,27,Rp0,0.0
2021-07-28,11350.0,574,7,Dry,2,False,,,11350.0,11350.0,11200.0,0.0,118.2714,0.075137964,14554.0,26.82,0.04,84.51,28,Rp0,0.0
2021-07-29,11350.0,575,7,Dry,3,False,,,11350.0,11350.0,11200.0,0.0,118.2714,0.075137964,14462.59961,27.22,1.74,83.3,29,Rp0,0.0
2021-07-30,11350.0,576,7,Dry,4,False,,,11350.0,11350.0,11200.0,0.0,118.2714,0.075137964,14450.0,27.24,1.19,81.33,30,Rp0,0.0
2021-07-31,11350.0,577,7,Dry,5,False,,,11350.0,11350.0,11200.0,0.0,118.2714,0.075137964,14450.0,27.68,1.85,79.29,31,Rp0,0.0
2021-08-01,11350.0,578,8,Dry,6,False,11350.0,,11350.0,,11200.0,0.0,118.3047,0.028155581,14450.0,27.58,0.84,76.66,1,Rp0,0.0
2021-08-02,11350.0,579,8,Dry,0,False,11350.0,,11350.0,11350.0,11200.0,0.0,118.3047,0.028155581,14456.0,27.49,0.54,81.76,2,Rp0,0.0
2021-08-03,11350.0,580,8,Dry,1,False,11350.0,,11350.0,11350.0,11200.0,0.0,118.3047,0.028155581,14397.40039,27.61,2.0,79.84,3,Rp0,0.0
2021-08-04,11300.0,581,8,Dry,2,False,11342.857142857143,,11350.0,11350.0,11200.0,-50.0,118.3047,0.028155581,14349.5,27.45,2.79,81.83,4,-Rp50,-0.44
2021-08-05,11300.0,582,8,Dry,3,False,11335.714285714286,,11300.0,11350.0,11200.0,0.0,118.3047,0.028155581,14338.59961,26.56,3.53,80.9,5,Rp0,0.0
2021-08-06,11350.0,583,8,Dry,4,False,11335.714285714286,,11300.0,11350.0,11200.0,50.0,118.3047,0.028155581,14385.5,26.55,6.95,81.99,6,Rp50,0.44
2021-08-07,11350.0,584,8,Dry,5,False,11335.714285714286,,11350.0,11350.0,11200.0,0.0,118.3047,0.028155581,14385.5,25.78,5.04,83.38,7,Rp50,0.44
2021-08-08,11350.0,585,8,Dry,6,False,11335.714285714286,,11350.0,11350.0,11200.0,0.0,118.3047,0.028155581,14385.5,26.23,9.86,82.32,8,Rp50,0.44
2021-08-09,11350.0,586,8,Dry,0,False,11335.714285714286,,11350.0,11350.0,11200.0,0.0,118.3047,0.028155581,14346.0,26.93,3.94,80.98,9,Rp0,0.0
2021-08-10,11350.0,587,8,Dry,1,True,11335.714285714286,,11350.0,11350.0,11200.0,0.0,118.3047,0.028155581,14402.09961,26.35,0.9,85.49,10,Rp0,0.0
2021-08-12,11350.0,589,8,Dry,3,False,,,,11300.0,11350.0,,118.3047,0.028155581,14395.0,26.97,4.68,83.63,12,,0.0
2021-08-13,11350.0,590,8,Dry,4,False,,,11350.0,11350.0,11350.0,0.0,118.3047,0.028155581,14341.0,26.86,2.79,83.49,13,Rp0,0.0
2021-08-14,11350.0,591,8,Dry,5,False,,,11350.0,11350.0,11350.0,0.0,118.3047,0.028155581,14341.0,27.05,3.06,78.61,14,Rp0,0.0
2021-08-16,11350.0,593,8,Dry,0,False,,,,11350.0,,,118.3047,0.028155581,14381.0,26.68,5.68,82.79,16,Rp0,0.0
2021-08-18,11350.0,595,8,Dry,2,False,,,,,11350.0,,118.3047,0.028155581,14425.09961,27.15,2.73,80.28,18,,0.0
2021-08-19,11350.0,596,8,Dry,3,False,,,11350.0,11350.0,,0.0,118.3047,0.028155581,14454.2002,26.6,23.81,82.24,19,Rp0,0.0
2021-08-20,11350.0,597,8,Dry,4,False,,,11350.0,11350.0,11350.0,0.0,118.3047,0.028155581,14493.40039,26.26,3.58,76.75,20,Rp0,0.0
2021-08-21,11350.0,598,8,Dry,5,False,,,11350.0,11350.0,11350.0,0.0,118.3047,0.028155581,14493.40039,26.58,2.81,79.83,21,Rp0,0.0
2021-08-22,11350.0,599,8,Dry,6,False,,,11350.0,,11350.0,0.0,118.3047,0.028155581,14493.40039,26.81,1.97,79.75,22,Rp0,0.0
2021-08-23,11350.0,600,8,Dry,0,False,,,11350.0,11350.0,11350.0,0.0,118.3047,0.028155581,14446.0,26.54,4.03,83.32,23,Rp0,0.0
2021-08-24,11350.0,601,8,Dry,1,False,11350.0,,11350.0,,,0.0,118.3047,0.028155581,14430.0,26.43,5.15,77.81,24,Rp0,0.0
2021-08-25,11300.0,602,8,Dry,2,False,11342.857142857143,,11350.0,11350.0,11350.0,-50.0,118.3047,0.028155581,14448.7002,25.58,13.95,84.32,25,-Rp50,-0.44
2021-08-26,11300.0,603,8,Dry,3,False,11335.714285714286,,11300.0,11350.0,11350.0,0.0,118.3047,0.028155581,14465.7002,26.64,10.69,77.44,26,Rp0,0.0
2021-08-27,11300.0,604,8,Dry,4,False,11328.57142857143,,11300.0,11350.0,11350.0,0.0,118.3047,0.028155581,14449.2998,26.7,7.24,80.47,27,Rp0,0.0
2021-08-28,11300.0,605,8,Dry,5,False,11321.42857142857,,11300.0,11350.0,11350.0,0.0,118.3047,0.028155581,14449.2998,26.48,5.86,82.93,28,Rp0,0.0
2021-08-29,11300.0,606,8,Dry,6,False,11314.285714285714,,11300.0,11350.0,11350.0,0.0,118.3047,0.028155581,14449.2998,26.49,3.42,83.37,29,Rp0,0.0
2021-08-30,11300.0,607,8,Dry,0,False,11307.142857142857,,11300.0,11350.0,11350.0,0.0,118.3047,0.028155581,14411.0,26.86,4.8,80.41,30,Rp0,0.0
2021-08-31,11300.0,608,8,Dry,1,False,11300.0,,11300.0,11350.0,11350.0,0.0,118.3047,0.028155581,14362.0,27.01,3.34,80.62,31,Rp0,0.0
2021-09-01,11300.0,609,9,Dry,2,False,11300.0,,11300.0,11300.0,11350.0,0.0,118.2603,-0.037530208,14246.5,27.04,4.14,82.18,1,Rp0,0.0
2021-09-02,11300.0,610,9,Dry,3,False,11300.0,,11300.0,11300.0,11350.0,0.0,118.2603,-0.037530208,14269.2002,26.79,3.54,81.31,2,Rp0,0.0
2021-09-03,11250.0,611,9,Dry,4,False,11292.857142857143,,11300.0,11300.0,11300.0,-50.0,118.2603,-0.037530208,14245.5,27.04,5.34,79.1,3,-Rp50,-0.44
2021-09-04,11250.0,612,9,Dry,5,False,11285.714285714286,,11250.0,11300.0,11300.0,0.0,118.2603,-0.037530208,14245.5,26.42,12.69,80.98,4,-Rp50,-0.44
2021-09-05,11250.0,613,9,Dry,6,False,11278.57142857143,,11250.0,11300.0,11350.0,0.0,118.2603,-0.037530208,14245.5,26.0,15.72,81.98,5,-Rp50,-0.44
2021-09-06,11250.0,614,9,Dry,0,False,11271.42857142857,,11250.0,11300.0,11350.0,0.0,118.2603,-0.037530208,14256.0,26.6,5.99,81.69,6,Rp0,0.0
2021-09-07,11250.0,615,9,Dry,1,False,11264.285714285714,,11250.0,11300.0,11350.0,0.0,118.2603,-0.037530208,14231.40039,27.11,5.71,77.58,7,Rp0,0.0
2021-09-08,11300.0,616,9,Dry,2,False,11264.285714285714,,11250.0,11300.0,11350.0,50.0,118.2603,-0.037530208,14279.2002,26.65,5.46,82.59,8,Rp50,0.44
2021-09-09,11300.0,617,9,Dry,3,False,11264.285714285714,,11300.0,11300.0,11350.0,0.0,118.2603,-0.037530208,14326.40039,25.88,31.53,86.21,9,Rp0,0.0
2021-09-10,11300.0,618,9,Dry,4,False,11271.42857142857,,11300.0,11250.0,,0.0,118.2603,-0.037530208,14258.7998,26.13,3.38,83.67,10,Rp0,0.0
2021-09-11,11300.0,619,9,Dry,5,False,11278.57142857143,,11300.0,11250.0,11350.0,0.0,118.2603,-0.037530208,14258.7998,25.83,8.85,86.44,11,Rp0,0.0
2021-09-12,11300.0,620,9,Dry,6,False,11285.714285714286,,11300.0,11250.0,11350.0,0.0,118.2603,-0.037530208,14258.7998,25.75,10.65,83.88,12,Rp0,0.0
2021-09-13,11300.0,621,9,Dry,0,False,11292.857142857143,,11300.0,11250.0,11350.0,0.0,118.2603,-0.037530208,14196.0,26.48,11.53,79.74,13,Rp0,0.0
2021-09-14,11300.0,622,9,Dry,1,False,11300.0,,11300.0,11250.0,,0.0,118.2603,-0.037530208,14291.59961,26.78,10.68,79.05,14,Rp0,0.0
2021-09-15,11300.0,623,9,Dry,2,False,11300.0,,11300.0,11300.0,11350.0,0.0,118.2603,-0.037530208,14249.7002,26.39,8.28,81.84,15,Rp0,0.0
2021-09-16,11300.0,624,9,Dry,3,False,11300.0,11303.333333333334,11300.0,11300.0,,0.0,118.2603,-0.037530208,14264.5,26.11,11.79,83.87,16,Rp0,0.0
2021-09-17,11300.0,625,9,Dry,4,False,11300.0,11301.666666666666,11300.0,11300.0,11350.0,0.0,118.2603,-0.037530208,14283.90039,26.06,8.49,84.53,17,Rp0,0.0
2021-09-20,11300.0,628,9,Dry,0,False,,,,11300.0,11350.0,,118.2603,-0.037530208,14221.0,25.96,22.18,86.84,20,Rp0,0.0
2021-09-21,11300.0,629,9,Dry,1,False,,,11300.0,11300.0,11350.0,0.0,118.2603,-0.037530208,14320.5,25.35,13.93,88.01,21,Rp0,0.0
2021-09-22,11300.0,630,9,Dry,2,False,,,11300.0,11300.0,11350.0,0.0,118.2603,-0.037530208,14237.5,25.74,18.64,84.15,22,Rp0,0.0
2021-09-23,11300.0,631,9,Dry,3,False,,,11300.0,11300.0,11350.0,0.0,118.2603,-0.037530208,14279.2002,26.13,5.09,82.38,23,Rp0,0.0
2021-09-24,11300.0,632,9,Dry,4,False,,,11300.0,11300.0,11300.0,0.0,118.2603,-0.037530208,14286.5,26.86,6.83,78.18,24,Rp0,0.0
2021-09-27,11300.0,635,9,Dry,0,False,,,,11300.0,11300.0,,118.2603,-0.037530208,14251.0,27.21,4.21,81.07,27,,0.0
2021-09-28,11300.0,636,9,Dry,1,False,,,11300.0,11300.0,11300.0,0.0,118.2603,-0.037530208,14242.5,27.13,2.91,82.22,28,Rp0,0.0
2021-09-29,11300.0,637,9,Dry,2,False,,,11300.0,11300.0,11300.0,0.0,118.2603,-0.037530208,14318.59961,27.01,1.93,83.07,29,Rp0,0.0
2021-09-30,11300.0,638,9,Dry,3,False,,,11300.0,11300.0,11300.0,0.0,118.2603,-0.037530208,14385.0,26.86,3.74,86.81,30,Rp0,0.0
2021-10-01,11300.0,639,10,Wet,4,False,,,11300.0,11300.0,11300.0,0.0,118.4046,0.12201897,14328.59961,26.67,29.59,80.28,1,Rp0,0.0
2021-10-02,11300.0,640,10,Wet,5,False,,,11300.0,,11300.0,0.0,118.4046,0.12201897,14328.59961,26.65,16.61,80.52,2,Rp0,0.0
2021-10-03,11300.0,641,10,Wet,6,False,11300.0,,11300.0,,11250.0,0.0,118.4046,0.12201897,14328.59961,27.17,2.61,76.92,3,Rp0,0.0
2021-10-04,11300.0,642,10,Wet,0,False,11300.0,,11300.0,11300.0,11250.0,0.0,118.4046,0.12201897,14301.0,26.91,5.11,81.48,4,Rp0,0.0
2021-10-05,11300.0,643,10,Wet,1,False,11300.0,,11300.0,11300.0,11250.0,0.0,118.4046,0.12201897,14300.5,27.16,0.37,79.78,5,Rp0,0.0
2021-10-06,11300.0,644,10,Wet,2,False,11300.0,,11300.0,11300.0,11250.0,0.0,118.4046,0.12201897,14246.0,27.18,1.04,79.44,6,Rp0,0.0
2021-10-07,11300.0,645,10,Wet,3,False,11300.0,,11300.0,11300.0,11250.0,0.0,118.4046,0.12201897,14232.40039,28.06,0.43,74.89,7,Rp0,0.0
2021-10-08,11300.0,646,10,Wet,4,False,11300.0,,11300.0,11300.0,11300.0,0.0,118.4046,0.12201897,14170.7998,27.48,1.41,80.13,8,Rp0,0.0
2021-10-09,11300.0,647,10,Wet,5,False,11300.0,,11300.0,11300.0,11300.0,0.0,118.4046,0.12201897,14170.7998,27.14,5.8,79.59,9,Rp0,0.0
2021-10-10,11300.0,648,10,Wet,6,False,11300.0,,11300.0,11300.0,11300.0,0.0,118.4046,0.12201897,14170.7998,27.31,1.45,80.45,10,Rp0,0.0
2021-10-11,11300.0,649,10,Wet,0,False,11300.0,,11300.0,11300.0,11300.0,0.0,118.4046,0.12201897,14216.0,28.08,0.85,80.56,11,Rp0,0.0
2021-10-12,11300.0,650,10,Wet,1,False,11300.0,,11300.0,11300.0,11300.0,0.0,118.4046,0.12201897,14194.0,28.03,0.87,78.0,12,Rp0,0.0
2021-10-13,11300.0,651,10,Wet,2,False,11300.0,,11300.0,11300.0,11300.0,0.0,118.4046,0.12201897,14221.2002,27.63,1.88,80.36,13,Rp0,0.0
2021-10-14,11300.0,652,10,Wet,3,False,11300.0,,11300.0,11300.0,11300.0,0.0,118.4046,0.12201897,14219.7002,27.39,1.11,80.83,14,Rp0,0.0
2021-10-15,11300.0,653,10,Wet,4,False,11300.0,,11300.0,11300.0,11300.0,0.0,118.4046,0.12201897,14078.5,27.76,1.06,80.02,15,Rp0,0.0
2021-10-16,11300.0,654,10,Wet,5,False,11300.0,,11300.0,11300.0,11300.0,0.0,118.4046,0.12201897,14078.5,28.1,0.49,76.64,16,Rp0,0.0
2021-10-17,11300.0,655,10,Wet,6,False,11300.0,,11300.0,11300.0,11300.0,0.0,118.4046,0.12201897,14078.5,27.34,0.47,82.52,17,Rp0,0.0
2021-10-18,11300.0,656,10,Wet,0,False,11300.0,,11300.0,11300.0,,0.0,118.4046,0.12201897,14067.0,27.44,4.38,83.67,18,Rp0,0.0
2021-10-19,11300.0,657,10,Wet,1,True,11300.0,,11300.0,11300.0,,0.0,118.4046,0.12201897,14157.2002,27.77,3.69,77.13,19,Rp0,0.0
2021-10-21,11300.0,659,10,Wet,3,False,,,,11300.0,11300.0,,118.4046,0.12201897,14119.7998,26.76,7.29,85.05,21,,0.0
2021-10-22,11300.0,660,10,Wet,4,False,,,11300.0,11300.0,11300.0,0.0,118.4046,0.12201897,14175.0,26.54,13.69,84.02,22,Rp0,0.0
2021-10-25,11300.0,663,10,Wet,0,False,,,,11300.0,,,118.4046,0.12201897,14116.0,27.6,0.09,77.23,25,Rp0,0.0
2021-10-26,11300.0,664,10,Wet,1,False,,,11300.0,11300.0,,0.0,118.4046,0.12201897,14193.5,27.28,1.75,81.66,26,Rp0,0.0
2021-10-27,11300.0,665,10,Wet,2,False,,,11300.0,,11300.0,0.0,118.4046,0.12201897,14175.7002,27.4,1.43,80.78,27,Rp0,0.0
2021-10-28,11300.0,666,10,Wet,3,False,,,11300.0,11300.0,11300.0,0.0,118.4046,0.12201897,14217.09961,27.39,4.74,83.32,28,Rp0,0.0
2021-10-29,11300.0,667,10,Wet,4,False,,,11300.0,11300.0,11300.0,0.0,118.4046,0.12201897,14229.0,27.97,4.51,79.83,29,Rp0,0.0
